Name,AUID,Coords,Const,Type,Period,Mag
"AF Ant","000-BDD-081","09 34 00.18 -29 15 24.1","Ant","RR","--","13.8 - 14.7 p"
"UV Aps","000-BDD-126","14 50 51.87 -71 07 12.1","Aps","RR","0.4194:","15.1 - 15.9 p"
"UW Aps","000-BDD-127","14 52 26.23 -71 21 42.0","Aps","RR","0.503485","14.4 - 16.0 p"
"UX Aps","000-BDD-128","14 52 30.33 -70 54 43.3","Aps","RR","0.40075","14.7 - 15.8 p"
"DK Aps","000-BDD-217","17 18 37.89 -81 43 17.4","Aps","RR","--","14.8 - 15.6 p"
"FG Aps","000-BDD-254","15 06 42.31 -72 13 21.9","Aps","RR","--","15.0 - 16.0 p"
"FH Aps","000-BDD-255","15 31 39.49 -72 40 17.9","Aps","RR","--","15.5 - 16.5 p"
"FK Aps","000-BDD-257","15 37 13.37 -72 11 22.5","Aps","RR","--","15.0 - 16.0 p"
"KY Aps","000-BDD-339","17 36 30.00 -76 53 38.2","Aps","RR","--","15.3 - <15.6 p"
"NSVS 14484499","--","21 57 29.60 -03 06 41.1","Aqr","RR","0.73691630","11.93 (0.30) R1"
"[SIG2010] 3218459","--","20 48 54.07 +00 23 13.3","Aqr","RR","0.222820","16.13 (0.12) r"
"HL Aql","000-BDD-713","18 46 35.54 -02 01 08.0","Aql","RR","0.4285:","14.5 - 15.2 p"
"HV Aql","000-BDD-723","19 01 02.02 +00 14 50.6","Aql","RR","0.508","14.4 - 15.0 p"
"V0972 Aql","000-BDF-345","19 25 55.91 +07 11 54.7","Aql","RR","--","14.0 - 15.0 p"
"V1002 Aql","000-BDF-374","19 38 46.48 +05 57 04.7","Aql","RR","--","15.5 - 16.5 p"
"V1007 Aql","000-BDF-378","19 39 47.57 +16 11 24.9","Aql","RR","--","16.0 - 17.0 p"
"V1061 Aql","000-BDF-429","19 54 20.75 +07 01 31.4","Aql","RR","--","15.5 - 17.0 p"
"V1089 Aql","000-BDF-457","20 04 59.67 +10 36 50.0","Aql","RR","--","15.0 - 16.0 p"
"V1104 Aql","000-BDF-471","19 03 40.24 +14 44 18.1","Aql","RR","--","17.0 - 18.0 p"
"V1161 Aql","000-BDF-527","19 51 38.07 +07 29 29.7","Aql","RR","--","15.0 - 16.0 p"
"V1207 Aql","000-BDF-570","19 19 48.91 +00 15 41.3","Aql","RR","--","16.5 - 17.0 p"
"V1209 Aql","000-BDF-571","19 20 31.09 +00 24 57.4","Aql","RR","--","16.0 - 16.5 p"
"V1221 Aql","000-BDF-583","19 23 23.94 +04 48 49.3","Aql","RR","--","15.5 - 16.0 p"
"V1227 Aql","000-BDF-589","19 24 34.67 +03 10 59.4","Aql","RR","--","16.5 - 17.5 p"
"V1254 Aql","000-BDF-613","19 33 37.38 +03 15 10.1","Aql","RR","--","16.0 - 16.5 p"
"V1308 Aql","000-BDF-658","19 48 47.36 +07 22 15.8","Aql","RR","0.2614","17.0 - 17.4 p"
"NSVS 16904308","--","19 07 01.28 -11 22 00.3","Aql","RR","0.95678975","11.43 (0.27) R1"
"WISE J185039.3+072716","--","18 50 39.40 +07 27 16.6","Aql","RR","0.3763955","12.993 (0.670) W1"
"WISE J190055.0+130729","--","19 00 55.07 +13 07 29.1","Aql","RR","0.4341435","11.974 (0.213) W1"
"WISE J190517.6-041429","--","19 05 17.64 -04 14 29.7","Aql","RR","0.4444921","10.075 (0.174) W1"
"HT Ara","000-BDG-136","17 56 08.15 -55 28 15.5","Ara","RR","0.4966","13.9 - 15.0: p"
"HZ Ara","000-BDG-142","18 00 43.65 -55 16 17.1","Ara","RR","0.34254","14.6 - 15.6 p"
"MO Ara","000-BDG-185","17 48 57.01 -46 36 50.5","Ara","RR","0.379771","14.6 - 15.4 p"
"MU Ara","000-BDG-191","17 18 43.22 -60 34 27.6","Ara","RR","--","16.6 - 17.7 p"
"MY Ara","000-BDG-195","17 22 40.05 -58 18 14.5","Ara","RR","--","15.2 - 16.2 p"
"MZ Ara","000-BDG-196","17 23 57.83 -58 31 29.6","Ara","RR","--","15.5 - 17.0 p"
"NP Ara","000-BDG-199","17 25 16.47 -57 03 24.8","Ara","RR","--","14.7 - 15.9 p"
"NR Ara","000-BDG-201","17 27 38.23 -58 01 52.7","Ara","RR","--","15.5 - 16.6 p"
"NT Ara","000-BDG-203","17 29 19.70 -57 54 35.6","Ara","RR","--","14.5 - 15.5 p"
"NU Ara","000-BDG-204","17 30 25.18 -61 27 02.9","Ara","RR","--","16.3 - 17.5 p"
"NV Ara","000-BDG-205","17 31 17.12 -60 50 45.6","Ara","RR","--","14.4 - 15.9 p"
"NW Ara","000-BDG-206","17 31 59.29 -57 07 00.6","Ara","RR","--","15.4 - 16.7 p"
"NX Ara","000-BDG-207","17 33 41.00 -57 04 12.2","Ara","RR","--","15.5 - 16.5 p"
"NY Ara","000-BDG-208","17 34 59.63 -59 23 32.8","Ara","RR","--","14.5 - 16.6 p"
"NZ Ara","000-BDG-209","17 37 50.04 -59 37 31.0","Ara","RR","--","15.3 - 17.2 p"
"OO Ara","000-BDG-210","17 37 48.83 -57 06 23.9","Ara","RR","--","14.4 - 15.5 p"
"OP Ara","000-BDG-211","17 38 46.61 -56 49 33.5","Ara","RR","--","14.1 - 15.5 p"
"OQ Ara","000-BDG-212","17 39 43.48 -56 39 53.1","Ara","RR","--","14.8 - 16.3 p"
"OR Ara","000-BDG-213","17 43 24.48 -56 42 31.4","Ara","RR","--","14.9 - 16.1 p"
"OS Ara","000-BDG-214","17 46 14.30 -56 34 07.6","Ara","RR","--","15.4 - 16.6 p"
"OT Ara","000-BDG-215","17 48 37.17 -56 37 07.8","Ara","RR","--","16.0 - 17.0 p"
"OV Ara","000-BDG-217","17 52 58.01 -56 39 55.2","Ara","RR","--","14.2 - 15.3 p"
"OZ Ara","000-BDG-221","17 54 11.94 -55 38 59.9","Ara","RR","--","14.8 - 16.2 p"
"PP Ara","000-BDG-222","17 56 00.46 -53 29 07.9","Ara","RR","--","13.5 - 15.1 p"
"PR Ara","000-BDG-223","17 57 05.09 -54 13 06.3","Ara","RR","--","13.5 - 15.4 p"
"PT Ara","000-BDG-225","17 58 07.13 -51 56 35.4","Ara","RR","--","14.8 - 15.9 p"
"PU Ara","000-BDG-226","17 59 06.51 -55 25 11.7","Ara","RR","--","15.0 - 16.2 p"
"PV Ara","000-BDG-227","18 00 28.47 -53 16 19.8","Ara","RR","--","14.5 - 15.5 p"
"PW Ara","000-BDG-228","18 00 40.61 -54 21 32.9","Ara","RR","--","14.3 - 15.5 p"
"PY Ara","000-BDG-230","18 02 12.47 -52 53 36.5","Ara","RR","--","14.3 - 15.3 p"
"PZ Ara","000-BDG-231","18 02 45.02 -55 34 17.7","Ara","RR","--","14.1 - 15.8 p"
"QQ Ara","000-BDG-232","18 03 25.87 -55 58 43.7","Ara","RR","0.5486:","13.3 - 15.1 p"
"QS Ara","000-BDG-234","18 03 52.97 -54 42 59.7","Ara","RR","--","14.7 - 15.8 p"
"QT Ara","000-BDG-235","18 05 19.77 -55 21 51.8","Ara","RR","--","12.5 - 14.4 p"
"QW Ara","000-BDG-238","18 08 48.26 -49 52 02.0","Ara","RR","--","14.3 - 16.5 p"
"V0335 Ara","000-BDG-242","17 27 35.99 -56 16 48.7","Ara","RR","--","14.5 - 15.5 p"
"V0354 Ara","000-BDG-260","16 40 21.15 -57 27 06.5","Ara","RR","--","14.5 - 15.5 p"
"V0377 Ara","000-BDG-283","16 46 41.54 -60 00 47.5","Ara","RR","--","15.8 - <16.3 p"
"V0456 Ara","000-BDG-360","17 05 04.01 -59 15 15.3","Ara","RR","--","15.0 - 15.4 p"
"V0460 Ara","000-BDG-364","17 05 59.35 -61 24 12.6","Ara","RR","--","15.6 - <16.0 p"
"V0481 Ara","000-BDG-385","17 09 58.26 -63 31 25.1","Ara","RR","--","15.1 - 16.0 p"
"V0487 Ara","000-BDG-391","17 09 57.35 -56 58 28.8","Ara","RR","--","13.8 - 15.5 p"
"V0521 Ara","000-BDG-424","17 21 10.07 -59 54 33.4","Ara","RR","0.52:","15.7 - 16.4 p"
"V0526 Ara","000-BDG-429","17 25 40.94 -62 05 35.2","Ara","RR","--","15.0 - 16.0 p"
"V0540 Ara","000-BDG-443","17 39 04.52 -54 51 38.0","Ara","RR","--","15.0 - 16.0 p"
"V0541 Ara","000-BDG-444","17 39 36.62 -54 08 52.3","Ara","RR","--","15.5 - 16.5 p"
"V0542 Ara","000-BDG-445","17 39 43.79 -52 54 30.4","Ara","RR","--","14.0 - 15.0 p"
"V0543 Ara","000-BDG-446","17 41 43.17 -52 20 44.3","Ara","RR","--","16.0 - 17.0 p"
"V0545 Ara","000-BDG-448","17 42 29.74 -48 53 38.9","Ara","RR","--","15.5 - 17.0 p"
"V0546 Ara","000-BDG-449","17 42 59.38 -50 27 47.5","Ara","RR","--","15.0 - 16.0 p"
"V0547 Ara","000-BDG-450","17 44 12.51 -47 06 13.9","Ara","RR","--","15.5 - 16.5 p"
"V0549 Ara","000-BDG-452","17 44 51.55 -50 07 40.1","Ara","RR","--","15.5 - 16.5 p"
"V0550 Ara","000-BDG-453","17 44 43.35 -47 18 49.7","Ara","RR","--","15.0 - 16.0 p"
"V0551 Ara","000-BDG-454","17 45 21.66 -50 04 15.0","Ara","RR","--","14.5 - 15.5 p"
"V0552 Ara","000-BDG-455","17 45 51.79 -53 37 30.2","Ara","RR","--","15.0 - 16.0 p"
"V0553 Ara","000-BDG-456","17 46 27.16 -49 50 08.4","Ara","RR","--","14.5 - 16.0 p"
"V0554 Ara","000-BDG-457","17 46 34.47 -50 11 41.0","Ara","RR","--","16.0 - 17.0 p"
"V0556 Ara","000-BDG-459","17 47 28.16 -50 19 53.2","Ara","RR","--","15.5 - 16.5 p"
"V0557 Ara","000-BDG-460","17 47 34.35 -49 12 20.7","Ara","RR","--","14.5 - 15.5 p"
"V0558 Ara","000-BDG-461","17 48 10.28 -50 11 22.5","Ara","RR","--","16.0 - 17.0 p"
"V0559 Ara","000-BDG-462","17 48 37.80 -51 23 25.8","Ara","RR","--","15.0 - 16.0 p"
"V0560 Ara","000-BDG-463","17 48 16.25 -47 59 19.3","Ara","RR","--","15.5 - 16.5 p"
"V0563 Ara","000-BDG-466","17 49 15.52 -52 25 22.2","Ara","RR","--","14.5 - 16.0 p"
"V0564 Ara","000-BDG-467","17 49 55.77 -54 51 50.9","Ara","RR","--","14.5 - 16.0 p"
"V0565 Ara","000-BDG-468","17 49 59.09 -53 42 23.0","Ara","RR","--","14.5 - 16.0 p"
"V0566 Ara","000-BDG-469","17 49 20.75 -46 50 14.1","Ara","RR","--","16.0 - 17.0 p"
"V0567 Ara","000-BDG-470","17 50 35.13 -53 48 53.8","Ara","RR","--","15.0 - 16.0 p"
"V0568 Ara","000-BDG-471","17 51 24.67 -46 05 10.6","Ara","RR","--","15.5 - 17.0 p"
"V0569 Ara","000-BDG-472","17 51 30.95 -46 32 14.1","Ara","RR","--","15.0 - 16.0 p"
"V0570 Ara","000-BDG-473","17 53 12.53 -55 09 32.9","Ara","RR","--","14.5 - 16.0 p"
"V0571 Ara","000-BDG-474","17 53 04.75 -52 31 26.1","Ara","RR","--","16.0 - 17.0 p"
"V0572 Ara","000-BDG-475","17 53 15.81 -50 07 35.2","Ara","RR","--","15.0 - 16.0 p"
"V0573 Ara","000-BDG-476","17 53 23.17 -50 22 52.5","Ara","RR","--","15.0 - 16.0 p"
"V0574 Ara","000-BDG-477","17 53 43.58 -49 15 45.9","Ara","RR","--","14.5 - 15.5 p"
"V0575 Ara","000-BDG-478","17 53 53.03 -49 10 20.0","Ara","RR","--","15.0 - 16.0 p"
"V0576 Ara","000-BDG-479","17 54 27.56 -53 02 44.7","Ara","RR","--","14.5 - 15.5 p"
"V0577 Ara","000-BDG-480","17 53 59.20 -47 42 47.9","Ara","RR","--","16.5 - 17.5 p"
"V0578 Ara","000-BDG-481","17 54 20.91 -50 01 38.1","Ara","RR","--","16.0 - 17.0 p"
"V0579 Ara","000-BDG-482","17 54 33.87 -51 22 37.8","Ara","RR","--","15.0 - 16.0 p"
"V0580 Ara","000-BDG-483","17 54 14.54 -46 58 11.0","Ara","RR","--","15.0 - 16.5 p"
"V0581 Ara","000-BDG-484","17 54 42.05 -51 15 57.9","Ara","RR","--","15.0 - 16.0 p"
"V0582 Ara","000-BDG-485","17 54 33.41 -46 42 41.3","Ara","RR","--","15.0 - 16.0 p"
"V0583 Ara","000-BDG-486","17 54 58.95 -46 02 04.5","Ara","RR","--","16.0 - 17.0 p"
"V0584 Ara","000-BDG-487","17 55 39.75 -52 47 15.2","Ara","RR","--","15.0 - 16.0 p"
"V0586 Ara","000-BDG-489","17 56 00.02 -46 30 09.4","Ara","RR","--","14.5 - 15.5 p"
"V0587 Ara","000-BDG-490","17 56 50.43 -48 46 19.4","Ara","RR","--","15.5 - 17.0 p"
"V0588 Ara","000-BDG-491","17 57 32.20 -47 18 21.9","Ara","RR","--","14.5 - 15.5 p"
"V0589 Ara","000-BDG-492","17 58 39.52 -55 05 21.1","Ara","RR","--","15.5 - 16.5 p"
"V0590 Ara","000-BDG-493","17 57 42.76 -45 33 22.7","Ara","RR","--","15.0 - 16.0 p"
"V0591 Ara","000-BDG-494","17 58 59.71 -47 38 40.3","Ara","RR","--","14.5 - 15.5 p"
"V0592 Ara","000-BDG-495","18 01 10.63 -48 55 49.3","Ara","RR","--","15.0 - 16.0 p"
"V0595 Ara","000-BDG-498","18 02 21.59 -47 12 57.8","Ara","RR","--","15.0 - 16.0 p"
"V0596 Ara","000-BDG-499","18 03 03.18 -50 07 49.7","Ara","RR","--","16.0 - 17.0 p"
"V0597 Ara","000-BDG-500","18 03 09.53 -47 20 02.1","Ara","RR","--","15.0 - 16.0 p"
"V0598 Ara","000-BDG-501","18 03 58.73 -47 47 09.4","Ara","RR","--","15.0 - 16.0 p"
"V0599 Ara","000-BDG-502","18 05 18.41 -47 58 45.2","Ara","RR","--","15.0 - 16.0 p"
"V0600 Ara","000-BDG-503","18 05 18.98 -47 39 57.3","Ara","RR","--","15.5 - 16.5 p"
"V0601 Ara","000-BDG-504","18 05 32.09 -47 08 32.2","Ara","RR","--","16.0 - 17.0 p"
"V0602 Ara","000-BDG-505","18 05 40.90 -48 21 50.4","Ara","RR","--","14.5 - 15.5 p"
"V0603 Ara","000-BDG-506","18 07 27.97 -47 15 21.7","Ara","RR","--","15.0 - 16.0 p"
"V0604 Ara","000-BDG-507","18 07 41.83 -45 48 38.4","Ara","RR","--","15.0 - 16.0 p"
"V0605 Ara","000-BDG-508","18 07 45.65 -45 31 12.8","Ara","RR","--","15.0 - 16.0 p"
"V0606 Ara","000-BDG-509","18 08 02.79 -48 19 15.8","Ara","RR","--","15.0 - 16.0 p"
"V0607 Ara","000-BDG-510","18 09 01.60 -51 44 09.5","Ara","RR","--","15.0 - 16.0 p"
"V0613 Ara","000-BDG-515","18 07 44.31 -54 26 30.9","Ara","RR","--","15.5 - 17.0 p"
"V0627 Ara","000-BDG-529","17 49 34.08 -56 58 12.2","Ara","RR","--","16.2 - 16.7 p"
"V0730 Ara","000-BDG-627","17 09 08.49 -57 29 10.4","Ara","RR","--","15.3 - 16.0 p"
"V0742 Ara","000-BDG-639","17 19 48.41 -60 49 30.4","Ara","RR","--","16.0 - 16.9 p"
"V0747 Ara","000-BDG-644","17 22 34.06 -57 57 28.6","Ara","RR","--","15.8 - 16.3 p"
"V0749 Ara","000-BDG-646","17 24 20.51 -61 09 26.5","Ara","RR","--","14.9 - 15.4 p"
"V0751 Ara","000-BDG-647","17 31 46.37 -60 38 53.9","Ara","RR","--","16.0 - 16.9 p"
"V0752 Ara","000-BDG-648","17 32 14.27 -59 38 05.2","Ara","RR","--","16.5 - 17.1 p"
"V0753 Ara","000-BDG-649","17 36 44.15 -58 06 39.1","Ara","RR","--","17.0 - 17.8 p"
"V0754 Ara","000-BDG-650","17 36 44.55 -57 58 45.5","Ara","RR","--","17.2 - 18.0 p"
"V0756 Ara","000-BDG-652","17 39 05.00 -58 46 24.7","Ara","RR","--","16.7 - 17.5 p"
"V0757 Ara","000-BDG-653","17 40 29.35 -60 29 05.9","Ara","RR","--","16.3 - 17.1 p"
