  The type of the variability: UV          
V1793 Cyg |205202.2+433800. |UV        | 14.3    |  19.0      |U |
V1534 Cyg |205223.1+413828. |UV        | 16.1    |  20.0      |p |
V1599 Cyg |205226.6+425837. |UV        | 15.0    |  19.5      |U |
V1603 Cyg |205307.0+423727. |UV        | 15.4    |  20.5      |p |
V1795 Cyg |205453.0+402830.:|UV        | 16.3    |  18.6      |U |
V1605 Cyg |205559.1+405644. |UV        | 16.3    |  19.5      |U |
FR    Aqr |205648.5-045049. |UV        | 14.16   |  14.42     |U |M4e
V1607 Cyg |205710.8+410424. |UV        | 16.2    |  19.7      |U |
V0353 Cep |205750.5+552622. |UV        | 16.7    |  18.2      |p |
V1957 Cyg |205756.6+435237. |UV        | 16.0    |  18.0      |U |
V1496 Cyg |205906.0+423832. |UV        | 12.5    |  16.5      |U |
V1717 Cyg |205920.3+415545. |UV        | 16.5    |  18.1      |U |
V1958 Cyg |210032.9+431622. |UV        | 14.5    |  16.6      |U |
V1544 Cyg |210039.5+422137. |UV        | 14.9    |  18.4      |U |
V1796 Cyg |210048.0+440948.:|UV        | 16.6    |  19.0      |U |
V1797 Cyg |210112.9+415412. |UV        | 15.2    |  16.5      |U |
V1798 Cyg |210129.0+404050.:|UV        | 15.7    |  16.7      |U |
V1799 Cyg |210145.0+424251.:|UV        | 16.5    |  17.9      |U |
V1545 Cyg |210152.5+423717. |UV        | 15.1    |  18.8      |B |
V1612 Cyg |210333.3+411128. |UV        | 16.2    |  20.5      |p |
V1550 Cyg |210616.7+443709. |UV        | 16.8    |  18.3      |U |
II    Cep |210725.4+663021. |UV        | 16.7    |  17.4      |p |
AK    Mic |210952.2-395016. |UV        | 11.7    |  16.2      |p |
V1758 Cyg |211241.1+485555. |UV        | 16.1    |  17.1      |p |
AX    Mic |211715.3-385203. |UV        |  9.21   |   9.31     |U |M0Ve
AY    Ind |214905.8-720609. |UV        |  9.9    |  11.26     |B |M2Ve
V0374 Peg |220113.1+281825. |UV        |  3.5    |  16.0      |U |
FG    Aqr |221719.0-084813. |UV        | 15.08   |  16.29     |U |M4.5Ve
DO    Cep |222800.0+574144. |UV        | 10.3    |  11.4      |V |M4.5Ve
TX    PsA |224500.1-331526. |UV        | 15.2    |  15.6      |U |M4Ve
BD    Psc |230203.0-021140. |UV        |>18.     |  21.       |p |
IM    Psc |232206.5+063515. |UV        | 13.1    |  14.2      |R |
FZ    And |232540.3+530806. |UV        | 14.8    |< 17.5      |p |
AF    Psc |233144.9-024439. |UV        |  8.5    |  16.2      |p |M4Ve
EQ    PegA|233152.2+195614. |UV        |         |  10.38     |V |M4Ve
EQ    PegB|233152.6+195614. |UV        |         |  12.58     |V |M6Ve
V0631 Cas |235420.9+614902. |UV        | 13.3    |  14.5      |B |M1
V1201 Cas |235608.3+564134. |UV        | 18.0    |  22.0      |V |
V0632 Cas |235700.4+605554. |UV        | 13.9    |  14.8      |B |M1-M2
